customer_id,transaction_id,date,segment,region,business_type,employment_status,income,loan_amount,existing_debt,transaction_amount,transaction_frequency,account_age_months,repayment_history_score,defaulted,repayment_status,risk_score,risk_level,suspicious_category
CUST-12940,TXN-200962,2025-05-21,Retail,Abuja,Education,Salaried,200234.0,389842.0,13716.0,12347.0,34,50,86.3,0,Repaid,4.9,Low,Loan-to-income mismatch
CUST-10761,TXN-200963,2025-11-12,SME,Kigali,Fintech Agent,Salaried,160020.0,194701.0,81111.0,53818.0,27,13,51.4,0,Repaid,11.5,Low,Normal
CUST-13321,TXN-200964,2025-10-20,Agriculture,Kano,Transport,Salaried,65000.0,58474.0,28333.0,31580.0,25,45,68.5,0,Repaid,4.0,Low,Normal
CUST-12059,TXN-200965,2025-12-12,Retail,Nairobi,Shop,Self-employed,69604.0,139848.0,29870.0,121755.0,15,42,49.0,1,Defaulted,22.0,Low,Loan-to-income mismatch
CUST-12105,TXN-200966,2026-04-13,Agriculture,Nairobi,Education,Unemployed,171846.0,161928.0,49656.0,25426.0,27,86,67.6,1,Defaulted,10.4,Low,Normal
CUST-11109,TXN-200967,2026-02-28,Retail,Accra,Transport,Informal,140030.0,218518.0,39014.0,64788.0,26,29,98.7,0,Repaid,7.9,Low,Loan-to-income mismatch
CUST-13221,TXN-200968,2025-06-11,Retail,Kumasi,Health,Contract,102288.0,158728.0,36608.0,23180.0,25,92,66.2,0,Repaid,10.1,Low,Loan-to-income mismatch
CUST-10126,TXN-200969,2025-07-09,Services,Accra,Transport,Informal,167297.0,49726.0,8678.0,15588.0,33,85,47.4,0,Repaid,8.0,Low,Normal
CUST-11045,TXN-200970,2025-06-24,Services,Accra,Shop,Self-employed,170818.0,191093.0,35589.0,47865.0,36,75,59.8,0,Repaid,2.3,Low,Normal
CUST-11464,TXN-200971,2025-04-04,Agriculture,Lagos,Transport,Self-employed,241991.0,163240.0,155449.0,24298.0,22,67,43.0,0,Repaid,11.5,Low,Normal
CUST-11670,TXN-200972,2025-10-21,Services,Lagos,Health,Self-employed,172366.0,107392.0,75355.0,32765.0,35,31,48.7,0,Repaid,3.8,Low,Normal
CUST-11659,TXN-200973,2025-03-04,Retail,Nairobi,Shop,Informal,272645.0,445506.0,77412.0,4232.0,27,17,84.1,0,Repaid,16.4,Low,Loan-to-income mismatch
CUST-10517,TXN-200974,2025-03-01,Market Trader,Nairobi,Fintech Agent,Salaried,163302.0,33531.0,26143.0,20623.0,26,76,46.0,0,Repaid,1.6,Low,Normal
CUST-10789,TXN-200975,2025-03-15,Services,Lagos,Transport,Self-employed,155059.0,361498.0,75899.0,22784.0,30,67,77.6,0,Repaid,25.2,Low,Loan-to-income mismatch
CUST-10333,TXN-200976,2026-01-20,Services,Kano,Transport,Contract,254489.0,269190.0,46822.0,14212.0,20,80,72.5,0,Repaid,1.4,Low,Normal
CUST-12003,TXN-200977,2025-09-28,Market Trader,Kano,Health,Salaried,107910.0,91005.0,13197.0,26236.0,25,53,62.4,0,Repaid,3.6,Low,Normal
CUST-11228,TXN-200978,2025-06-07,Market Trader,Lagos,Fintech Agent,Informal,530761.0,1179533.0,62282.0,7885.0,27,86,76.1,1,Defaulted,20.6,Low,Loan-to-income mismatch
CUST-11980,TXN-200979,2025-11-04,SME,Kano,Transport,Informal,190538.0,240156.0,91351.0,60594.0,25,9,55.1,1,Defaulted,24.5,Low,Normal
CUST-12064,TXN-200980,2026-01-06,Retail,Kigali,Fintech Agent,Self-employed,190985.0,294843.0,81163.0,30692.0,23,12,87.1,0,Repaid,8.2,Low,Normal
CUST-12457,TXN-200981,2026-02-11,Agriculture,Kumasi,Health,Informal,202915.0,349985.0,12982.0,24963.0,35,8,59.4,1,Defaulted,22.9,Low,Loan-to-income mismatch
CUST-11914,TXN-200982,2025-08-26,Retail,Kigali,Shop,Salaried,358039.0,757085.0,33110.0,56184.0,37,32,65.0,1,Defaulted,17.1,Low,Loan-to-income mismatch
CUST-12267,TXN-200983,2026-02-20,SME,Kano,Food,Informal,227034.0,106258.0,95201.0,23698.0,25,15,62.9,0,Repaid,11.5,Low,Normal
CUST-12055,TXN-200984,2025-06-15,Retail,Nairobi,Transport,Salaried,82940.0,29964.0,31501.0,100909.0,28,5,84.4,0,Repaid,1.0,Low,Normal
CUST-12283,TXN-200985,2026-03-11,Agriculture,Kigali,Shop,Salaried,293449.0,700180.0,132692.0,14343.0,26,78,81.8,0,Repaid,15.9,Low,Loan-to-income mismatch
CUST-12158,TXN-200986,2025-04-10,Services,Accra,Fintech Agent,Self-employed,141043.0,28169.0,18641.0,60703.0,42,16,24.8,0,Repaid,8.6,Low,High-risk repayment pattern
CUST-11106,TXN-200987,2025-03-24,SME,Nairobi,Health,Contract,170247.0,298305.0,81336.0,126018.0,26,80,76.6,0,Repaid,9.5,Low,Loan-to-income mismatch
CUST-10861,TXN-200988,2026-01-28,Services,Abuja,Fintech Agent,Contract,95103.0,146132.0,57988.0,5805.0,28,62,40.6,1,Defaulted,18.5,Low,High-risk repayment pattern
CUST-12756,TXN-200989,2026-01-20,Market Trader,Kigali,Education,Self-employed,203009.0,285565.0,80932.0,18820.0,31,59,65.9,0,Repaid,8.8,Low,Normal
CUST-11199,TXN-200990,2026-03-29,Market Trader,Kigali,Health,Contract,123800.0,238258.0,17773.0,10966.0,26,12,70.1,0,Repaid,9.5,Low,Loan-to-income mismatch
CUST-11922,TXN-200991,2025-02-07,Agriculture,Accra,Education,Self-employed,169748.0,404559.0,76066.0,47091.0,37,3,65.7,0,Repaid,25.8,Low,Loan-to-income mismatch
CUST-10689,TXN-200992,2026-04-11,Retail,Lagos,Shop,Informal,144449.0,41036.0,34110.0,24387.0,27,15,81.0,0,Repaid,2.0,Low,Normal
CUST-11509,TXN-200993,2026-03-31,Market Trader,Kano,Shop,Salaried,365311.0,564134.0,18650.0,15094.0,21,31,85.0,0,Repaid,3.6,Low,Normal
CUST-11853,TXN-200994,2025-10-16,SME,Kano,Fintech Agent,Unemployed,374201.0,662802.0,78759.0,46781.0,31,91,58.1,1,Defaulted,24.9,Low,Loan-to-income mismatch
CUST-12191,TXN-200995,2025-09-29,Retail,Kigali,Education,Informal,165966.0,142596.0,98006.0,39238.0,29,39,57.4,0,Repaid,12.4,Low,Normal
CUST-11842,TXN-200996,2025-03-20,Services,Lagos,Transport,Informal,167187.0,361484.0,46648.0,71469.0,31,23,71.4,0,Repaid,38.8,Medium,Loan-to-income mismatch
CUST-11262,TXN-200997,2025-11-28,Market Trader,Lagos,Health,Self-employed,139129.0,166193.0,78572.0,71627.0,14,28,44.2,1,Defaulted,11.3,Low,Normal
CUST-13366,TXN-200998,2026-02-01,Retail,Nairobi,Education,Informal,258984.0,141183.0,88172.0,21447.0,30,33,63.4,0,Repaid,5.1,Low,Normal
CUST-11794,TXN-200999,2025-11-16,Market Trader,Kigali,Fintech Agent,Salaried,141755.0,294395.0,49004.0,9038.0,39,56,96.3,0,Repaid,3.7,Low,Loan-to-income mismatch
CUST-12829,TXN-201000,2025-04-25,Market Trader,Abuja,Food,Salaried,136358.0,309982.0,3175.0,42779.0,29,77,44.9,0,Repaid,24.4,Low,Loan-to-income mismatch
CUST-12578,TXN-201001,2025-10-15,SME,Lagos,Health,Self-employed,245489.0,98422.0,103443.0,45459.0,40,7,65.9,0,Repaid,2.1,Low,Normal
CUST-11954,TXN-201002,2025-03-25,Retail,Kigali,Fintech Agent,Informal,129821.0,240004.0,11414.0,87675.0,25,74,61.3,0,Repaid,28.5,Low,Loan-to-income mismatch
CUST-13102,TXN-201003,2025-09-28,Services,Nairobi,Food,Unemployed,160194.0,105301.0,51520.0,76726.0,25,3,100.0,0,Repaid,1.4,Low,Normal
CUST-10448,TXN-201004,2026-03-31,Retail,Nairobi,Fintech Agent,Self-employed,83772.0,16329.0,15414.0,52056.0,16,32,62.3,0,Repaid,1.0,Low,Normal
CUST-13223,TXN-201005,2026-04-21,Market Trader,Nairobi,Health,Contract,218766.0,165948.0,58455.0,36712.0,25,57,63.4,1,Defaulted,1.6,Low,Normal
CUST-12975,TXN-201006,2026-01-07,SME,Kigali,Shop,Self-employed,367752.0,764152.0,131787.0,63271.0,34,11,53.4,0,Repaid,24.6,Low,Loan-to-income mismatch
CUST-11762,TXN-201007,2025-06-29,Market Trader,Kumasi,Shop,Salaried,220337.0,108720.0,6415.0,36159.0,23,26,72.2,0,Repaid,2.0,Low,Normal
CUST-12566,TXN-201008,2025-06-28,Market Trader,Lagos,Shop,Self-employed,300726.0,141367.0,59931.0,38713.0,26,62,76.9,0,Repaid,1.9,Low,Normal
CUST-11820,TXN-201009,2026-02-06,SME,Nairobi,Food,Salaried,114078.0,207700.0,73404.0,37058.0,28,66,56.1,0,Repaid,16.8,Low,Loan-to-income mismatch
CUST-10940,TXN-201010,2025-01-08,Retail,Lagos,Health,Self-employed,179738.0,194498.0,10094.0,24656.0,21,9,89.8,0,Repaid,1.7,Low,Normal
CUST-12799,TXN-201011,2025-07-06,SME,Lagos,Health,Salaried,109521.0,55816.0,24228.0,39501.0,30,75,76.9,0,Repaid,1.0,Low,Normal
CUST-10860,TXN-201012,2025-10-14,Services,Accra,Health,Salaried,147907.0,102145.0,32909.0,100230.0,23,40,87.3,0,Repaid,2.3,Low,Normal
CUST-11100,TXN-201013,2025-01-24,Retail,Kano,Food,Self-employed,225106.0,437610.0,58305.0,4364.0,35,59,66.1,0,Repaid,17.2,Low,Loan-to-income mismatch
CUST-11817,TXN-201014,2026-02-19,SME,Accra,Shop,Self-employed,169866.0,265612.0,76680.0,33882.0,30,21,76.4,0,Repaid,9.1,Low,Loan-to-income mismatch
CUST-12930,TXN-201015,2025-07-15,Market Trader,Kano,Shop,Informal,89921.0,168086.0,15833.0,24222.0,33,95,68.2,0,Repaid,16.0,Low,Loan-to-income mismatch
CUST-11343,TXN-201016,2026-03-07,Services,Nairobi,Shop,Self-employed,93684.0,37198.0,29039.0,42791.0,25,73,98.2,0,Repaid,1.0,Low,Normal
CUST-11729,TXN-201017,2025-03-19,Retail,Kigali,Shop,Salaried,91118.0,109067.0,38840.0,23439.0,23,62,74.1,0,Repaid,4.2,Low,Normal
CUST-10145,TXN-201018,2025-01-20,Retail,Kigali,Fintech Agent,Contract,200067.0,390046.0,44628.0,93035.0,22,19,72.2,0,Repaid,16.7,Low,Loan-to-income mismatch
CUST-10405,TXN-201019,2025-08-16,Market Trader,Accra,Transport,Salaried,387254.0,298209.0,239217.0,67935.0,28,74,63.8,0,Repaid,6.6,Low,Normal
CUST-10195,TXN-201020,2026-05-12,SME,Accra,Transport,Contract,288437.0,160255.0,183790.0,132905.0,13,37,62.7,0,Repaid,3.6,Low,Normal
CUST-10252,TXN-201021,2025-02-12,Retail,Lagos,Health,Self-employed,73401.0,75424.0,7002.0,43340.0,33,62,76.3,0,Repaid,3.0,Low,Normal
CUST-13039,TXN-201022,2025-03-07,Agriculture,Kigali,Transport,Salaried,295626.0,272007.0,69947.0,75810.0,25,63,86.8,0,Repaid,1.2,Low,Normal
CUST-12946,TXN-201023,2026-02-10,Market Trader,Abuja,Health,Self-employed,241177.0,142716.0,36423.0,18358.0,28,77,59.7,0,Repaid,1.6,Low,Normal
CUST-12876,TXN-201024,2025-02-28,Services,Abuja,Food,Informal,85048.0,195420.0,11709.0,33317.0,24,80,74.3,1,Defaulted,25.7,Low,Loan-to-income mismatch
CUST-10194,TXN-201025,2025-11-01,Services,Nairobi,Health,Salaried,143294.0,179473.0,47189.0,6160.0,19,38,75.3,0,Repaid,2.8,Low,Normal
CUST-10271,TXN-201026,2025-01-22,Agriculture,Kigali,Transport,Unemployed,257846.0,394486.0,96747.0,46735.0,15,9,78.5,0,Repaid,7.4,Low,Normal
CUST-10982,TXN-201027,2025-01-20,Agriculture,Kigali,Fintech Agent,Self-employed,205085.0,92054.0,59097.0,46169.0,27,42,41.3,0,Repaid,4.9,Low,High-risk repayment pattern
CUST-11978,TXN-201028,2025-07-20,SME,Lagos,Health,Salaried,,144096.0,18005.0,60360.0,26,39,55.4,0,Repaid,8.9,Low,Normal
CUST-11169,TXN-201029,2025-11-30,Agriculture,Kigali,Transport,Contract,210347.0,297182.0,41129.0,27830.0,31,33,47.4,0,Repaid,7.8,Low,Normal
CUST-11706,TXN-201030,2025-11-04,Retail,Kano,Education,Contract,66320.0,149146.0,42779.0,66615.0,16,47,72.6,0,Repaid,16.7,Low,Loan-to-income mismatch
CUST-10605,TXN-201031,2026-05-08,Agriculture,Abuja,Health,Self-employed,148214.0,162345.0,89212.0,73791.0,33,56,55.8,0,Repaid,9.9,Low,Duplicate customer details
CUST-12557,TXN-201032,2025-01-29,SME,Abuja,Fintech Agent,Salaried,262483.0,502964.0,17801.0,166251.0,33,60,63.1,0,Repaid,9.7,Low,Loan-to-income mismatch
CUST-11098,TXN-201033,2025-02-02,Agriculture,Kumasi,Food,Contract,164017.0,140281.0,71122.0,45084.0,15,37,50.5,0,Repaid,7.0,Low,Normal
CUST-10232,TXN-201034,2026-02-04,Market Trader,Nairobi,Fintech Agent,Contract,131985.0,193391.0,40629.0,31809.0,25,59,64.7,0,Repaid,7.1,Low,Normal
CUST-12599,TXN-201035,2025-07-04,SME,Kano,Health,Contract,236458.0,529163.0,107341.0,36537.0,25,94,51.8,1,Defaulted,43.0,Medium,Loan-to-income mismatch
CUST-13159,TXN-201036,2025-04-20,Market Trader,Kumasi,Food,Contract,245094.0,384224.0,97078.0,49217.0,26,63,85.6,0,Repaid,7.5,Low,Loan-to-income mismatch
CUST-10051,TXN-201037,2026-04-07,Market Trader,Nairobi,Health,Self-employed,282156.0,496248.0,163715.0,18252.0,35,58,80.6,0,Repaid,8.6,Low,Loan-to-income mismatch
CUST-11528,TXN-201038,2025-06-13,Market Trader,Kano,Education,Self-employed,234973.0,499244.0,14616.0,47080.0,20,28,74.7,0,Repaid,6.9,Low,Loan-to-income mismatch
CUST-12895,TXN-201039,2025-01-18,Agriculture,Nairobi,Fintech Agent,Self-employed,256319.0,572730.0,61580.0,18750.0,24,33,66.6,0,Repaid,13.0,Low,Loan-to-income mismatch
CUST-12471,TXN-201040,2025-01-09,Retail,Kano,Shop,Salaried,221421.0,142234.0,141900.0,38238.0,36,6,35.3,0,Repaid,6.6,Low,High-risk repayment pattern
CUST-12997,TXN-201041,2026-04-19,Services,Abuja,Health,Self-employed,181956.0,111859.0,24535.0,16721.0,25,49,63.8,0,Repaid,1.8,Low,Normal
CUST-11453,TXN-201042,2025-03-24,Agriculture,Accra,Health,Salaried,168990.0,236934.0,16936.0,24156.0,37,8,58.3,0,Repaid,8.9,Low,Normal
CUST-11302,TXN-201043,2026-05-26,Services,Accra,Shop,Informal,147318.0,352097.0,70602.0,43998.0,23,75,76.5,0,Repaid,29.7,Low,Loan-to-income mismatch
CUST-12482,TXN-201044,2025-04-13,Services,Kano,Education,Salaried,97812.0,124039.0,49863.0,61991.0,31,91,83.2,0,Repaid,3.7,Low,Normal
CUST-10537,TXN-201045,2025-07-21,Market Trader,Kano,Health,Contract,108964.0,99659.0,48329.0,26957.0,43,77,77.8,0,Repaid,4.5,Low,Normal
CUST-10837,TXN-201046,2025-02-02,Services,Kano,Fintech Agent,Salaried,144575.0,198461.0,73589.0,4029.0,37,16,94.7,0,Repaid,3.7,Low,Normal
CUST-12102,TXN-201047,2025-08-28,Market Trader,Accra,Shop,Informal,180126.0,58173.0,82326.0,7195.0,30,61,61.8,0,Repaid,6.3,Low,Normal
CUST-11769,TXN-203761,2025-12-04,Retail,Abuja,Food,Salaried,117568.0,277394.0,34048.0,22857.0,24,15,66.9,0,Repaid,26.6,Low,Loan-to-income mismatch
CUST-10418,TXN-201049,2026-05-25,Retail,Kano,Education,Self-employed,159923.0,81657.0,64478.0,90134.0,33,2,90.7,0,Repaid,1.0,Low,Normal
CUST-11779,TXN-201050,2025-07-12,Retail,Kumasi,Education,Salaried,248068.0,60026.0,126374.0,164431.0,23,69,75.0,0,Repaid,2.1,Low,Unusually high amount
CUST-11277,TXN-201051,2025-01-31,Retail,Kano,Shop,Self-employed,256097.0,456701.0,144765.0,36565.0,31,83,67.6,0,Repaid,13.8,Low,Loan-to-income mismatch
CUST-11756,TXN-201052,2025-12-23,Market Trader,Abuja,Health,Self-employed,147678.0,133287.0,25863.0,7860.0,21,45,100.0,0,Repaid,1.0,Low,Normal
CUST-13354,TXN-201053,2025-06-14,Services,Abuja,Food,Contract,208933.0,115780.0,20952.0,15463.0,31,87,82.4,0,Repaid,1.0,Low,Normal
CUST-10268,TXN-201054,2026-03-25,Retail,Nairobi,Food,Contract,146931.0,193535.0,75241.0,16405.0,30,7,68.6,0,Repaid,8.1,Low,Normal
CUST-13484,TXN-201055,2025-02-02,Services,Kano,Health,Self-employed,283593.0,254680.0,51508.0,74880.0,29,83,59.7,0,Repaid,4.5,Low,Normal
CUST-11573,TXN-201056,2025-02-19,Agriculture,Kumasi,Education,Salaried,212576.0,223736.0,8528.0,24730.0,32,66,95.9,0,Repaid,1.0,Low,Normal
CUST-12702,TXN-201057,2026-01-21,Services,Kumasi,Transport,Salaried,98715.0,86917.0,53295.0,203201.0,18,65,75.7,0,Repaid,3.1,Low,Unusually high amount
CUST-11485,TXN-201058,2025-12-02,Agriculture,Kumasi,Food,Self-employed,174179.0,32893.0,59007.0,13724.0,29,49,72.4,0,Repaid,1.5,Low,Normal
CUST-11088,TXN-201059,2025-12-03,Services,Kumasi,Shop,Self-employed,325204.0,555478.0,73424.0,14934.0,26,4,84.2,0,Repaid,4.4,Low,Loan-to-income mismatch
CUST-12697,TXN-201060,2025-10-10,Retail,Kigali,Fintech Agent,Self-employed,150826.0,64212.0,4103.0,28734.0,27,44,87.8,0,Repaid,1.4,Low,Normal
CUST-12406,TXN-201061,2026-03-22,Market Trader,Kigali,Transport,Self-employed,196426.0,130917.0,8300.0,22649.0,32,91,81.9,0,Repaid,2.2,Low,Normal
CUST-10504,TXN-201062,2025-12-14,Market Trader,Kano,Food,Self-employed,204694.0,123329.0,106308.0,67239.0,18,45,87.9,0,Repaid,1.0,Low,Normal
CUST-12468,TXN-201063,2025-04-09,Market Trader,Kano,Transport,Self-employed,105305.0,96421.0,34594.0,35090.0,19,8,80.1,0,Repaid,2.2,Low,Normal
CUST-12635,TXN-201064,2026-02-19,Market Trader,Kano,Food,Self-employed,201692.0,108034.0,23058.0,51543.0,13,48,82.0,0,Repaid,1.6,Low,Normal
CUST-11357,TXN-201065,2025-10-09,Market Trader,Kumasi,Transport,Informal,90634.0,86123.0,22283.0,41513.0,30,16,58.8,0,Repaid,11.0,Low,Normal
CUST-13239,TXN-201066,2025-04-04,Services,Accra,Shop,Salaried,125146.0,90111.0,15536.0,41481.0,29,41,100.0,0,Repaid,1.0,Low,Normal
CUST-12243,TXN-201067,2026-01-03,Retail,Kigali,Health,Salaried,255711.0,80778.0,23299.0,34070.0,19,61,49.8,0,Repaid,2.0,Low,Normal
CUST-11167,TXN-201068,2025-12-16,Services,Nairobi,Food,Salaried,189063.0,399424.0,36692.0,70546.0,33,8,77.6,0,Repaid,5.4,Low,Loan-to-income mismatch
CUST-10037,TXN-201069,2025-05-26,Retail,Accra,Health,Salaried,143217.0,122936.0,52445.0,71304.0,34,45,47.9,0,Repaid,8.7,Low,Normal
CUST-12362,TXN-201070,2025-04-06,SME,Kano,Transport,Self-employed,196322.0,76865.0,29901.0,29140.0,23,49,70.2,0,Repaid,1.3,Low,Normal
CUST-10731,TXN-201071,2026-04-05,Market Trader,Nairobi,Education,Informal,158698.0,212304.0,37534.0,25115.0,27,72,61.7,1,Defaulted,33.0,Low,Normal
CUST-12647,TXN-201072,2026-03-19,Services,Nairobi,Transport,Contract,163617.0,74228.0,52537.0,16518.0,25,8,74.4,0,Repaid,2.3,Low,Normal
CUST-11837,TXN-201073,2025-04-13,SME,Kigali,Transport,Unemployed,214457.0,406668.0,61038.0,58463.0,29,61,78.2,0,Repaid,12.8,Low,Loan-to-income mismatch
CUST-11633,TXN-201074,2025-12-22,Retail,Accra,Fintech Agent,Salaried,119911.0,37976.0,12115.0,51759.0,25,60,54.8,0,Repaid,2.8,Low,Normal
CUST-10573,TXN-201075,2025-03-02,Services,Nairobi,Education,Salaried,165536.0,200546.0,7364.0,22810.0,11,2,71.5,0,Repaid,3.3,Low,Normal
CUST-12490,TXN-201076,2026-04-16,Market Trader,Kigali,Shop,Salaried,142750.0,324798.0,6044.0,25454.0,22,13,97.1,0,Repaid,6.2,Low,Loan-to-income mismatch
CUST-10580,TXN-201077,2025-05-25,Services,Lagos,Fintech Agent,Self-employed,83621.0,44563.0,20120.0,17937.0,20,62,48.4,0,Repaid,3.1,Low,Normal
CUST-11462,TXN-201078,2025-03-30,Retail,Abuja,Health,Self-employed,110570.0,69332.0,52283.0,17752.0,22,82,56.6,0,Repaid,4.8,Low,Normal
CUST-12927,TXN-201079,2026-02-16,Retail,Abuja,Food,Salaried,314471.0,475805.0,32293.0,28865.0,24,82,87.5,0,Repaid,4.5,Low,Normal
CUST-13221,TXN-201080,2026-05-11,Retail,Abuja,Transport,Salaried,191297.0,450557.0,98671.0,34735.0,9,74,73.4,0,Repaid,23.7,Low,Loan-to-income mismatch
CUST-13461,TXN-201081,2026-01-04,SME,Kano,Food,Informal,93348.0,96760.0,43955.0,28552.0,40,82,74.7,1,Defaulted,13.5,Low,Normal
CUST-13353,TXN-201082,2026-04-08,Agriculture,Lagos,Health,Salaried,85225.0,138064.0,1916.0,14383.0,38,59,90.4,0,Repaid,8.9,Low,Loan-to-income mismatch
CUST-11945,TXN-201083,2026-04-05,SME,Kumasi,Food,Salaried,155265.0,80450.0,5722.0,191477.0,20,16,57.7,0,Repaid,2.0,Low,Unusually high amount
CUST-10701,TXN-201084,2025-06-01,Retail,Kumasi,Transport,Self-employed,313545.0,502895.0,44796.0,27504.0,35,51,62.7,0,Repaid,14.8,Low,Loan-to-income mismatch
CUST-12936,TXN-201085,2025-11-15,Market Trader,Kumasi,Transport,Self-employed,150476.0,111489.0,8330.0,38562.0,24,34,60.4,0,Repaid,3.2,Low,Normal
CUST-12805,TXN-201086,2025-12-22,Market Trader,Nairobi,Fintech Agent,Self-employed,281796.0,434388.0,99966.0,49563.0,25,25,65.7,1,Defaulted,7.3,Low,Normal
CUST-13466,TXN-201087,2026-04-19,Market Trader,Lagos,Transport,Self-employed,188681.0,71100.0,8484.0,41480.0,32,13,96.1,0,Repaid,1.0,Low,Normal
CUST-12278,TXN-201088,2025-10-06,Market Trader,Kano,Education,Contract,198377.0,266903.0,104280.0,53108.0,26,3,41.4,0,Repaid,21.9,Low,High-risk repayment pattern
CUST-10495,TXN-201089,2025-10-08,Market Trader,Accra,Health,Informal,92874.0,65666.0,30701.0,36584.0,33,72,50.5,0,Repaid,10.7,Low,Normal
CUST-11760,TXN-201090,2026-02-26,SME,Abuja,Shop,Self-employed,241291.0,408601.0,115485.0,15060.0,36,18,47.4,1,Defaulted,10.1,Low,Loan-to-income mismatch
CUST-11568,TXN-201091,2026-04-19,SME,Kano,Shop,Informal,141397.0,260146.0,69701.0,61052.0,22,60,97.2,0,Repaid,15.2,Low,Loan-to-income mismatch
CUST-12950,TXN-201092,2025-02-03,Retail,Accra,Transport,Self-employed,233865.0,482435.0,79341.0,31289.0,30,30,60.9,0,Repaid,18.1,Low,Loan-to-income mismatch
CUST-11374,TXN-201093,2026-03-26,Services,Kumasi,Education,Informal,115618.0,275531.0,69715.0,17134.0,13,47,66.1,1,Defaulted,41.4,Medium,Loan-to-income mismatch
CUST-11150,TXN-201094,2025-07-21,Agriculture,Abuja,Fintech Agent,Self-employed,175319.0,210342.0,112879.0,97645.0,26,39,42.9,0,Repaid,9.9,Low,Normal
CUST-10280,TXN-201095,2025-09-02,Agriculture,Abuja,Food,Salaried,188686.0,314864.0,46474.0,7088.0,27,30,67.3,0,Repaid,9.5,Low,Loan-to-income mismatch
CUST-12924,TXN-201096,2025-08-11,Agriculture,Abuja,Transport,Self-employed,152559.0,33700.0,15148.0,45824.0,19,47,87.6,0,Repaid,1.0,Low,Normal
CUST-12643,TXN-201097,2025-01-04,SME,Abuja,Transport,Unemployed,192896.0,422306.0,48000.0,71094.0,31,75,76.6,1,Defaulted,18.6,Low,Loan-to-income mismatch
CUST-10144,TXN-201098,2025-10-23,Services,Nairobi,Health,Informal,145526.0,225121.0,23388.0,83020.0,28,49,70.1,0,Repaid,15.5,Low,Normal
CUST-11518,TXN-201099,2026-05-24,Market Trader,Kumasi,Education,Salaried,123920.0,138219.0,43934.0,40759.0,15,76,43.8,0,Repaid,21.0,Low,Normal
CUST-11679,TXN-201100,2026-01-05,Market Trader,Nairobi,Education,Self-employed,319433.0,365487.0,82536.0,21963.0,24,87,66.1,0,Repaid,6.6,Low,Normal
CUST-11642,TXN-201101,2025-09-14,Agriculture,Lagos,Transport,Informal,252852.0,471000.0,81591.0,6605.0,30,48,74.6,0,Repaid,19.9,Low,Loan-to-income mismatch
CUST-13216,TXN-201102,2025-01-12,Services,Kumasi,Education,Self-employed,118236.0,240055.0,59214.0,7769.0,21,77,54.1,0,Repaid,22.0,Low,Loan-to-income mismatch
CUST-10527,TXN-201103,2026-01-18,Market Trader,Kumasi,Transport,Self-employed,206643.0,407819.0,39806.0,23892.0,30,13,83.8,0,Repaid,5.5,Low,Loan-to-income mismatch
CUST-11072,TXN-201104,2025-12-11,Agriculture,Nairobi,Fintech Agent,Unemployed,119142.0,156493.0,42725.0,74675.0,17,55,87.9,0,Repaid,7.8,Low,Normal
CUST-10633,TXN-201105,2025-08-22,SME,Accra,Education,Self-employed,98956.0,99346.0,22874.0,14506.0,32,45,62.5,0,Repaid,3.8,Low,Normal
CUST-10854,TXN-201106,2025-07-08,Market Trader,Nairobi,Shop,Salaried,251249.0,572621.0,129274.0,37195.0,25,2,85.1,0,Repaid,11.0,Low,Loan-to-income mismatch
CUST-13174,TXN-201107,2025-07-06,Services,Accra,Education,Salaried,79561.0,126337.0,33647.0,70075.0,20,86,70.0,0,Repaid,7.9,Low,Loan-to-income mismatch
CUST-13292,TXN-201108,2025-04-21,Market Trader,Nairobi,Shop,Self-employed,240213.0,333154.0,6091.0,92720.0,16,71,92.6,0,Repaid,1.1,Low,Normal
CUST-10156,TXN-201109,2025-07-04,Agriculture,Nairobi,Fintech Agent,Self-employed,146365.0,220758.0,63791.0,28166.0,20,56,100.0,0,Repaid,2.6,Low,Normal
CUST-12212,TXN-201110,2025-03-25,Agriculture,Nairobi,Food,Informal,148918.0,235038.0,18943.0,4218.0,30,67,52.3,1,Defaulted,46.6,Medium,Loan-to-income mismatch
CUST-10814,TXN-201111,2025-07-03,Retail,Abuja,Health,Contract,193319.0,340826.0,92101.0,74709.0,21,72,85.9,0,Repaid,3.9,Low,Loan-to-income mismatch
CUST-10673,TXN-201112,2026-04-28,Services,Nairobi,Fintech Agent,Salaried,207753.0,292531.0,78411.0,23767.0,31,75,95.5,0,Repaid,4.8,Low,Normal
CUST-11022,TXN-201113,2025-10-26,Retail,Abuja,Food,Contract,115029.0,244240.0,31395.0,54462.0,32,29,54.5,0,Repaid,27.9,Low,Loan-to-income mismatch
CUST-10680,TXN-201114,2025-10-27,Agriculture,Accra,Shop,Salaried,220014.0,459514.0,100604.0,47596.0,26,41,61.6,0,Repaid,23.1,Low,Loan-to-income mismatch
CUST-11715,TXN-201115,2026-02-21,Agriculture,Kigali,Shop,Salaried,170692.0,198312.0,95528.0,16380.0,36,34,61.4,0,Repaid,6.4,Low,Normal
CUST-13484,TXN-201116,2026-03-29,Agriculture,Lagos,Transport,Self-employed,96034.0,53217.0,49036.0,2935.0,27,87,69.6,0,Repaid,3.8,Low,Normal
